DATAFLOW,REF_AREA,FREQ,MEASURE,UNIT_MEASURE,DESIGNATION,CALC_METHOD,SCOPE,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MULT,IUCN_CODE,DECIMALS
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),MMR,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2020,6.53510412910904,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),MMR,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2021,6.53510412910904,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),MMR,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2022,6.53510412910904,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),AIA,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2018,13.277447174767,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),AIA,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2019,13.277447174767,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),AIA,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2020,13.277447174767,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),AIA,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2021,13.277447174767,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),AIA,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2022,13.277447174767,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),GUM,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2018,4.3737824082688,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),GUM,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2019,4.3737824082688,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),GUM,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2020,4.3737824082688,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),GUM,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2021,4.3737824082688,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),GUM,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2022,4.3737824082688,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),CUW,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2018,15.3958333333333,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),CUW,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2019,15.3958333333333,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),CUW,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2020,15.3958333333333,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),CUW,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2021,15.3958333333333,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),CUW,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2022,15.3958333333333,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),NOR,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2018,17.3810405649773,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),NOR,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2019,17.4995701232584,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),NOR,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2020,17.5940513338645,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),NOR,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2021,17.6549893799145,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),NOR,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2022,17.6621494057594,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),ECU,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2018,22.9334927805791,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),ECU,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2019,23.0492269568859,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),ECU,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2020,23.0677405479032,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),ECU,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2021,23.2033453323698,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),ECU,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2022,23.208094892369,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),EA20,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2018,24.7974611640561,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),EA20,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2019,25.2296153608878,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),EA20,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2020,25.5408192463397,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),EA20,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2021,25.6267841174223,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),EA20,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2022,25.6272676482359,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),VIR,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2018,16.945733198859,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),VIR,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2019,16.945733198859,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),VIR,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2020,16.945733198859,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),VIR,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2021,16.945733198859,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),VIR,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2022,16.945733198859,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),CRI,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2018,26.2249052385448,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),CRI,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2019,26.3068096032941,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),CRI,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2020,26.3068096032941,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),CRI,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2021,26.3068096032941,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),CRI,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2022,26.3068096032941,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),GBR,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2018,27.7213323161218,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),GBR,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2019,27.7305380851638,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),GBR,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2020,27.7394369952377,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),GBR,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2021,27.7394369952377,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),GBR,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2022,27.7394369952377,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),BRA,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2018,30.266374019334,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),BRA,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2019,30.267041833869,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),BRA,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2020,30.267041833869,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),BRA,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2021,30.267041833869,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),BRA,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2022,30.267041833869,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),TTO,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2018,30.3017914471912,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),TTO,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2019,30.3017914471912,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),TTO,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2020,30.3017914471912,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),TTO,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2021,30.3017914471912,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),TTO,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2022,30.3017914471912,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),MTQ,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2018,67.7225832699738,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),MTQ,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2019,67.7225832699738,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),MTQ,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2020,67.7225832699738,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),MTQ,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2021,67.7225832699738,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),MTQ,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2022,67.7225832699738,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),DOM,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2018,25.9601070298828,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),DOM,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2019,25.9601070298828,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),DOM,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2020,25.9601070298828,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),DOM,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2021,26.2431410440159,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),DOM,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2022,26.2488223837157,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),ISL,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2018,20.0136076667244,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),ISL,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2019,20.0145841307987,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),ISL,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2020,20.4088315007948,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),ISL,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2021,20.6224330170465,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),ISL,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2022,20.6224330170465,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),PHL,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2018,15.7545083468017,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),PHL,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2019,15.7545083468017,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),PHL,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2020,15.7545083468017,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),PHL,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2021,15.7545083468017,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),PHL,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2022,15.7545083468017,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),EMES,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2018,12.0582077131215,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),EMES,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2019,12.1426914065567,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),EMES,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2020,12.1500211198293,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),EMES,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2021,12.1663661430194,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),EMES,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2022,12.1696841775659,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),NFK,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2018,0,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),NFK,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2019,0,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),NFK,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2020,0,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),NFK,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2021,0,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),NFK,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2022,0,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),URY,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2018,3.58724663193345,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),URY,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2019,3.72873798434,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),URY,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2020,3.72873798434,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),URY,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2021,3.72873798434,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),URY,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2022,3.72873798434,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),KNA,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2018,23.8584713392912,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),KNA,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2019,23.8584713392912,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),KNA,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2020,23.8584713392912,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),KNA,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2021,23.8584713392912,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),KNA,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2022,23.8584713392912,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),LUX,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2018,53.6792514980394,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),LUX,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2019,53.7661267477216,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),LUX,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2020,54.5383511893405,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),LUX,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2021,55.2623116033583,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),LUX,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2022,55.2623116033583,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),BES,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2018,12.1407694418349,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),BES,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2019,12.1407694418349,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),BES,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2020,12.1407694418349,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),BES,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2021,12.1407694418349,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),BES,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2022,12.1407694418349,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),BRB,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2018,1.46103866244373,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),BRB,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2019,1.46103866244373,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),BRB,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2020,1.46103866244373,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),BRB,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2021,1.46103866244373,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),BRB,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2022,1.46103866244373,A,0,ALL_INC_P,2
OECD.ENV.EPI:DSD_PA@DF_PROT_AREA(1.0),BEL,A,TERRESTRIAL,PT_LAR,ALL_INC_P,TCEOA,CNTRY,2018,14.7655630021774,A,0,ALL_INC_P,2
